id,Name,Address,Location,Postal_code,Starred
12251,SCARLATTO," 250WEST   47 STREET",MANHATTAN,10036,FALSE
12252,"CAFE OLYMPIA"," 8332nd Avenue",MANHATTAN,10017,FALSE
12253,RADIANCE," 208EAST   50 STREET",MANHATTAN,10022,FALSE
12254,"COCO & CRU/SWEETWATER SOCIAL"," 643BROADWAY",MANHATTAN,10012,FALSE
12255,"PATZERIA'S PERFECT PIZZA"," 231WEST   46 STREET",MANHATTAN,10036,FALSE
12256,"THE SHOREHAM HOTEL"," 33WEST   55 STREET",MANHATTAN,10019,FALSE
12257,"PRONTO PIZZA"," 62WEST   48 STREET",MANHATTAN,10036,FALSE
12258,"SANT AMBROEUS CAFE AT SOTHEBY'S"," 1334YORK AVE",MANHATTAN,10021,FALSE
12259,"MCQUAIDS PUBLIC HOUSE"," 58911 AVENUE",MANHATTAN,10036,FALSE
12260,"THE SPOT AT CENTER COURT"," 475RIVERSIDE DRIVE",MANHATTAN,10027,FALSE
12261,"LIBRETTO'S PIZZERIA"," 5463 AVENUE",MANHATTAN,10016,FALSE
12262,"DEAN & DELUCA"," 6208 AVENUE",MANHATTAN,10018,FALSE
12263,"CAFE AMRITA"," 301WEST  110 STREET",MANHATTAN,10026,FALSE
12264,"DDM YUPDDUK"," 2W 32ND ST",MANHATTAN,10001,FALSE
12265,"HOT KITCHEN"," 251E 53RD ST",MANHATTAN,10022,FALSE
12266,"THE SHOREHAM HOTEL"," 33WEST   55 STREET",MANHATTAN,10019,FALSE
12267,"DUNKIN' DONUTS, BASKIN ROBBINS"," 140EAST   34 STREET",MANHATTAN,10016,FALSE
12268,"TALENT THAI KITCHEN"," 210EAST 34 STREET",MANHATTAN,10016,FALSE
12269,"FRESH & CO"," 12116 AVENUE",MANHATTAN,10036,FALSE
12270,"K RICO"," 7729TH AVE",MANHATTAN,10019,FALSE
12271,"CAFE ORLIN"," 41ST MARKS PLACE",MANHATTAN,10003,FALSE
12272,"218 RESTAURANT"," 218220GRAND STREET",MANHATTAN,10013,FALSE
12273,"THE LEXINGTON HOTEL NEW YORK"," 511LEXINGTON AVENUE",MANHATTAN,10017,FALSE
12274,VERLAINE," 110RIVINGTON STREET",MANHATTAN,10002,FALSE
12275,"KANG SUH KOREAN RESTAURANT"," 1250BROADWAY",MANHATTAN,10001,FALSE
12276,COSI," 55BROAD STREET",MANHATTAN,10004,FALSE
12277,"THE SPANIARD"," 190W 4TH ST",MANHATTAN,10014,FALSE
12278,"MAMA MIA 44 SW"," 6219 AVENUE",MANHATTAN,10036,FALSE
12279,"TASTY HAND-PULLED NOODLES"," 1DOYERS STREET",MANHATTAN,10013,FALSE
12280,"SHUN LEE"," 37WEST   65 STREET",MANHATTAN,10023,FALSE
12281,"MISHIMA RESTAURANT"," 164LEXINGTON AVENUE",MANHATTAN,10016,FALSE
12282,"DSQUARE CAFE"," 7149TH AVE",MANHATTAN,10019,FALSE
12283,"TRACKS RAW BAR & GRILL"," 11PENN STATION 33RD STREET",MANHATTAN,10001,FALSE
12284,"SARAVANA BHAVAN"," 413AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
12285,"TOM'S RESTAURANT"," 2880BROADWAY",MANHATTAN,10025,FALSE
12286,POTJANEE," 48CARMINE ST",MANHATTAN,10014,FALSE
12287,"EL REY DE LA CARIDAD"," 973AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
12288,IHOP," 4168BROADWAY",MANHATTAN,10033,FALSE
12289,"NEW YORK BURGER CO."," 470W 23RD ST",MANHATTAN,10011,FALSE
12290,"BRUNO'S CATERING & CAFE"," 2822841 AVENUE",MANHATTAN,10009,FALSE
12291,Boqueria," 53WEST   19 STREET",MANHATTAN,10011,FALSE
12292,"THE GREAT AMERICAN HEALTH BAR"," 35WEST   57 STREET",MANHATTAN,10019,FALSE
12293,"NOMADO 33"," 165E 33RD ST",MANHATTAN,10016,FALSE
12294,"FRANCOIS PAYARD BAKERY"," 116WEST HOUSTON STREET",MANHATTAN,10012,FALSE
12295,"GOOGLE LAPLACE"," 1118TH AVE",MANHATTAN,10011,FALSE
12296,"SPICE SAIGON"," 12371ST AVE",MANHATTAN,10065,FALSE
12297,"PATZERIA'S PERFECT PIZZA"," 231WEST   46 STREET",MANHATTAN,10036,FALSE
12298,PERGOLA," 109WEST   39 STREET",MANHATTAN,10018,FALSE
12299,ATLANTICA," PIER 62CHELSEA PIERS",MANHATTAN,10011,FALSE
12300,MARUZZELLA," 1483FIRST AVENUE",MANHATTAN,10075,FALSE
12301,"BLACK IRON BURGER"," 540E. 5TH STREET",MANHATTAN,10009,FALSE
12302,"SAKEBAR DECIBEL"," 240EAST    9 STREET",MANHATTAN,10003,FALSE
12303,"THREE GUY'S RESTAURANT"," 960MADISON AVENUE",MANHATTAN,10021,FALSE
12304,"BENARES INDIAN FOOD"," 240WEST   56 STREET",MANHATTAN,10019,FALSE
12305,"HANG LUNG PICA POLLO"," 1608SAINT NICHOLAS AVE",MANHATTAN,10040,FALSE
12306,"SHIMIZU RESTAURANT"," 31832451 STREET",MANHATTAN,10019,FALSE
12307,"OCEAN DRAGON RESTAURANT"," 87710 AVENUE",MANHATTAN,10019,FALSE
12308,"BRASSERIE COGNAC"," 1740BROADWAY",MANHATTAN,10019,FALSE
12309,YORGANIC," 275GREENWICH STREET",MANHATTAN,10007,FALSE
12310,"THE DOUGHNUT PROJECT"," 10MORTON ST",MANHATTAN,10014,FALSE
12311,"LIBERTY CAFE"," 37WEST   43 STREET",MANHATTAN,10036,FALSE
12312,"LE RELAIS DE VENISE"," 590LEXINGTON AVENUE",MANHATTAN,10154,FALSE
12313,"ZZ CLAM BAR"," 169THOMPSON ST",MANHATTAN,10012,FALSE
12314,"ITALIAN VILLAGE RESTAURANT PIZZERIA"," 15261 AVENUE",MANHATTAN,10075,FALSE
12315,"T & G WHITNEY'S"," 244EAST   53 STREET",MANHATTAN,10022,FALSE
12316,LEFTFIELD," 87LUDLOW STREET",MANHATTAN,10002,FALSE
12317,DEB'S," 200VARICK STREET",MANHATTAN,10014,FALSE
12318,"LOTUS CAFE"," 151DYCKMAN ST",MANHATTAN,10040,FALSE
12319,"EASY CORNER RESTAURANT & GRILL"," 101WEST  136 STREET",MANHATTAN,10030,FALSE
12320,"CASSIANO'S PIZZA"," 9303 AVENUE",MANHATTAN,10022,FALSE
12321,STARBUCKS," 55EAST   53 STREET",MANHATTAN,10022,FALSE
12322,"CAFE LALO"," 201WEST   83 STREET",MANHATTAN,10024,FALSE
12323,"HAN BAT RESTAURANT"," 53WEST   35 STREET",MANHATTAN,10001,FALSE
12324,"DEAN & DELUCA"," 6208 AVENUE",MANHATTAN,10018,FALSE
12325,"DOG & BONE"," 3383RD AVE",MANHATTAN,10010,FALSE
12326,"THE COTTAGE/AZUKI JAPANESE"," 120EAST   16 STREET",MANHATTAN,10003,FALSE
12327,"CLOISTERS GRILL"," 7HENSHAW STREET",MANHATTAN,10034,FALSE
12328,"THE FITZ"," 687LEXINGTON AVE",MANHATTAN,10022,FALSE
12329,"CHINA XIANG"," 360W 42ND ST",MANHATTAN,10036,FALSE
12330,"VA BENE"," 1589SECOND AVENUE",MANHATTAN,10028,FALSE
12331,"PALM RESTAURANT"," 250WEST   50 STREET",MANHATTAN,10019,FALSE
12332,"2 BROS PIZZA"," 5429 AVENUE",MANHATTAN,10018,FALSE
12333,"LOCANDA VERDE"," 377GREENWICH STREET",MANHATTAN,10013,FALSE
12334,MONTE'S," 97MACDOUGAL STREET",MANHATTAN,10012,FALSE
12335,"SWEET CHEF SOUTHERN STYLES BAKERY"," 122HAMILTON PLACE",MANHATTAN,10031,FALSE
12336,MIMOSA," 253271SHERMAN AVENUE",MANHATTAN,10034,FALSE
12337,PAPPARDELLA," 316COLUMBUS AVENUE",MANHATTAN,10023,FALSE
12338,MCDONALD'S," 237987ADAM CLAYTON POWELL BOULEVARD",MANHATTAN,10030,FALSE
12339,"LEMON LEAVES"," 55LIBERTY STREET",MANHATTAN,10005,FALSE
12340,"SUN SAI GAI RESTAURANT"," 220CANAL STREET",MANHATTAN,10013,FALSE
12341,"FAMOUS FAMIGLIA PIZZERIA"," 1398MADISON AVENUE",MANHATTAN,10029,FALSE
12342,"SHANGHAI CUISINE"," 89BAYARD ST",MANHATTAN,10013,FALSE
12343,"DELI & GROCERY"," 6666TH AVENUE",MANHATTAN,10010,FALSE
12344,"SUSHI PARA MANHATTAN"," 14613RD AVE",MANHATTAN,10028,FALSE
12345,ELEVAGE," 302EAST 45 STREET",MANHATTAN,10017,FALSE
12346,"CHIPOTLE MEXICAN GRILL"," 8548 AVENUE",MANHATTAN,10019,FALSE
12347,BRGR," 10263 AVENUE",MANHATTAN,10065,FALSE
12348,"BAR BOULUD"," 1900BROADWAY",MANHATTAN,10025,FALSE
12349,"SABOR TROPICAL"," 143SHERMAN AVE",MANHATTAN,10034,FALSE
12350,"ORIGINAL SANDWICHES"," 58AGREENWICH AVENUE",MANHATTAN,10011,FALSE
12351,"FAMOUS AMADEUS PIZZA"," 4088 AVENUE",MANHATTAN,10001,FALSE
12352,AMAZE," 401EAST 58 STREET",MANHATTAN,10022,FALSE
12353,"MATT'S GRILL RESTAURANT"," 9328 AVENUE",MANHATTAN,10019,FALSE
12354,"LOVE CAFE"," 283PLEASANT AVENUE",MANHATTAN,10029,FALSE
12355,"MANHATTAN BRICK OVEN PIZZA & GRILL"," 11593RD AVE",MANHATTAN,10065,FALSE
12356,"SOPHIE'S RESTAURANT(Entrance on 73 New Street)"," 26BROADWAY",MANHATTAN,10004,FALSE
12357,"MANHATTAN MONSTER"," 80GROVE STREET",MANHATTAN,10014,FALSE
12358,TAP-A-KEG," 2731BROADWAY",MANHATTAN,10025,FALSE
12359,"THAI PEPPERCORN"," 17501ST  AVE",MANHATTAN,10128,FALSE
12360,"NEW 21 SHANGHAI HOUSE"," 21DIVISION ST",MANHATTAN,10002,FALSE
12361,"KORONET PIZZA"," 2848BROADWAY",MANHATTAN,10025,FALSE
12362,"TENZAN 89"," 17142ND AVE",MANHATTAN,10128,FALSE
12363,WILD," 535HUDSON STREET",MANHATTAN,10014,FALSE
12364,CHECKER'S," 695ST NICHOLAS AV",MANHATTAN,10030,FALSE
12365,"MERCI MARKET"," 350WEST   42 STREET",MANHATTAN,10036,FALSE
12366,"CARIDAD RESTAURANT"," 3533BROADWAY",MANHATTAN,10031,FALSE
12367,"CAFE ORLIN"," 41ST MARKS PLACE",MANHATTAN,10003,FALSE
12368,"HIRO SUSHI"," 160FREEDOM PL",MANHATTAN,10069,FALSE
12369,"PFIZER BROADWAY CAFE"," 219E 42ND ST",MANHATTAN,10017,FALSE
12370,"EUROPAN CAFE"," 135COLUMBUS AVENUE",MANHATTAN,10023,FALSE
12371,JUNOON," 27WEST   24 STREET",MANHATTAN,10010,FALSE
12372,"SALSA Y SALSA"," 206SEVENTH AVENUE",MANHATTAN,10011,FALSE
12373,"RUCHI INDIAN CUISINE"," 120CEDAR STREET",MANHATTAN,10006,FALSE
12374,ACQUA," 718AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
12375,"LE SOUK"," 510LAGUARDIA PLACE",MANHATTAN,10012,FALSE
12376,"THE GRAFTON PUBLIC HOUSE"," 1261 AVENUE",MANHATTAN,10009,FALSE
12377,"TALENT THAI KITCHEN"," 210EAST 34 STREET",MANHATTAN,10016,FALSE
12378,STARBUCKS," 4948 AVENUE",MANHATTAN,10001,FALSE
12379,"GO BELIEVE BAKERY"," 239GRAND ST",MANHATTAN,10002,FALSE
12380,"CAKE SHOP"," 152LUDLOW STREET",MANHATTAN,10002,FALSE
12381,"CASA LA FEMME"," 140CHARLES STREET",MANHATTAN,10014,FALSE
12382,"TURKISH CUISINE"," 6319 AVENUE",MANHATTAN,10036,FALSE
12383,"MAOZ VEGETARIAN"," 59EAST 8 STREET",MANHATTAN,10003,FALSE
12384,"KEN & COOK"," 19KENMARE STREET",MANHATTAN,10012,FALSE
12385,"JOEY PEPPERONI"," 381BROADWAY",MANHATTAN,10013,FALSE
12386,"ANAGO SUSHI/ROYAL SIAM THAI"," 2408 AVENUE",MANHATTAN,10011,FALSE
12387,"LUU'S  BAGUETTE"," 134EAST   26 STREET",MANHATTAN,10010,FALSE
12388,"THE VILLAGE LANTERN"," 167BLEECKER STREET",MANHATTAN,10012,FALSE
12389,KENKA," 25ST MARKS PLACE",MANHATTAN,10003,FALSE
12390,"GOLDEN CITY CHINESE RESTAURANT"," 4239 AVENUE",MANHATTAN,10001,FALSE
12391,"HERB N' KITCHEN MARKET"," 304EAST   42 STREET",MANHATTAN,10017,FALSE
12392,"TANG'S GARDEN"," 13283RD AVE",MANHATTAN,10021,FALSE
12393,"BELLA NAPOLI"," 130MADISON AVENUE",MANHATTAN,10016,FALSE
12394,"T. K. KITCHEN"," 26SAINT MARKS PLACE",MANHATTAN,10003,FALSE
12395,"THE KATI ROLL COMPANY"," 99MAC DOUGAL STREET",MANHATTAN,10012,FALSE
12396,"DOC HOLIDAYS"," 141AVENUE A",MANHATTAN,10009,FALSE
12397,"V BAR"," 1321 AVENUE",MANHATTAN,10009,FALSE
12398,"BLUE 9 BURGER"," 923RD AVE",MANHATTAN,10003,FALSE
12399,WAJIMA," 134EAST   61 STREET",MANHATTAN,10065,FALSE
12400,"CAFE MANHATTAN"," 35WEST   45 STREET",MANHATTAN,10036,FALSE
12401,"HOTEL CARLYLE"," 35EAST 76 STREET",MANHATTAN,10021,FALSE
12402,"CAFE LALO"," 201WEST   83 STREET",MANHATTAN,10024,FALSE
12403,"DUNKIN' DONUTS"," 72WEST    3 STREET",MANHATTAN,10012,FALSE
12404,"OGAWA CAFE"," 36E 4TH ST",MANHATTAN,10003,FALSE
12405,"NUEVO SABOR RESTAURANT"," 403210 AVENUE",MANHATTAN,10034,FALSE
12406,EASTWOOD," 200CLINTON STREET",MANHATTAN,10002,FALSE
12407,"MILANES SPANISH RESTAURANT"," 168WEST   25 STREET",MANHATTAN,10001,FALSE
12408,"809 GRILL & BAR RESTAURANT"," 112DYCKMAN STREET",MANHATTAN,10040,FALSE
12409,"GULLUOGLU BAKLAVA & CAFE"," 9822 AVENUE",MANHATTAN,10022,FALSE
12410,"PROFIT CHINESE RESTAURANT"," 5382 AVENUE",MANHATTAN,10016,FALSE
12411,"CAFE EVERGREEN"," 13671 AVENUE",MANHATTAN,10021,FALSE
12412,"MAMA EATERY"," 46MULBERRY STREET",MANHATTAN,10013,FALSE
12413,"E.A.T. CAFE"," 1064MADISON AVENUE",MANHATTAN,10028,FALSE
12414,MOONSTRUCK," 244MADISON AVENUE",MANHATTAN,10016,FALSE
12415,"SHUN LEE PALACE RESTAURANT"," 155EAST   55 STREET",MANHATTAN,10022,FALSE
12416,"NUEVO SABOR RESTAURANT"," 403210 AVENUE",MANHATTAN,10034,FALSE
12417,"CRIF DOGS / PLEASE DON'T TELL"," 113ST  MARKS'S PLACE",MANHATTAN,10003,FALSE
12418,"BENVENUTO CAFE FLATIRON"," 34E 23RD ST",MANHATTAN,10010,FALSE
12419,"THE LATELY"," 357W 16TH ST",MANHATTAN,10011,FALSE
12420,"MAMA TINA'S PIZZA"," 2649FRDERICK DOUGLASS BOULEVARD",MANHATTAN,10030,FALSE
12421,ROSEMARY'S," 1820GREENWICH AVENUE",MANHATTAN,10011,FALSE
12422,"SERGIMMO SALUMERIA"," 4569 AVENUE",MANHATTAN,10018,FALSE
12423,"GABRIEL KREUTHER"," 37W 42ND ST",MANHATTAN,10036,FALSE
12424,"SYMPOSIUM GREEK RESTAURANT"," 544WEST  113 STREET",MANHATTAN,10025,FALSE
12425,"DEAN & DELUCA NEW YORK"," 632WEST   28 STREET",MANHATTAN,10001,FALSE
12426,"CAFE RIAZOR"," 245WEST   16 STREET",MANHATTAN,10011,FALSE
12427,"AUDREY BAKERY & CAFE"," 12CHATHAM SQ",MANHATTAN,10038,FALSE
12428,"BOBBY VAN'S STEAKHOUSE"," 131EAST   54 STREET",MANHATTAN,10022,FALSE
12429,"ORCHARD GROCER"," 78ORCHARD ST",MANHATTAN,10002,FALSE
12430,"SPICE SYMPHONY"," 182LEXINGTON AVENUE",MANHATTAN,10016,FALSE
12431,"LITTLE MUENSTER"," 225LIBERTY ST",MANHATTAN,10281,FALSE
12432,"MIDNIGHT EXPRESS"," 17152 AVENUE",MANHATTAN,10128,FALSE
12433,"EFFYS CAFE"," 104W 96TH ST",MANHATTAN,10025,FALSE
12434,"CHINA MOON"," 7EAST 47 STREET",MANHATTAN,10017,FALSE
12435,MARGAUX," 5W. 8TH STREET",MANHATTAN,10011,FALSE
12436,"DUNKIN' DONUTS"," 12117LIBERTY AVE",QUEENS,11419,FALSE
12437,DISTILLED," 211WEST BROADWAY",MANHATTAN,10013,FALSE
12438,"CENTRAL MARKET NEW YORK"," 23VANDERBILT AVENUE",MANHATTAN,10017,FALSE
12439,CAPIZZI," 5479 AVENUE",MANHATTAN,10018,FALSE
12440,"LEXINGTON BAR AND BOOKS"," 1020LEXINGTON AVENUE",MANHATTAN,10021,FALSE
12441,"TAL BAGELS DELI"," 975979FIRST AVENUE",MANHATTAN,10022,FALSE
12442,FARINELLA," 267AMSTERDAM AVE",MANHATTAN,10023,FALSE
12443,"VALBELLA MIDTOWN"," 520MADISON AVENUE",MANHATTAN,10022,FALSE
12444,"KENNY'S BAKERY"," 126DYCKMAN STREET",MANHATTAN,10040,FALSE
12445,"SNACKS-N-WHEELS/GREYHOUND FOOD SERVICE"," 6258 AVENUE",MANHATTAN,10018,FALSE
12446,"TRE GIOVANI PIZZA & PASTA"," 548LA GUARDIA PLACE",MANHATTAN,10012,FALSE
12447,"WOOLWORTH TOWER KITCHEN"," 233BROADWAY",MANHATTAN,10002,FALSE
12448,"HYATT HERALD SQUARE"," 30W 31ST ST",MANHATTAN,10001,FALSE
12449,"GREENWICH PROJECT"," 47WEST    8 STREET",MANHATTAN,10011,FALSE
12450,"KASBAH BBQ & GRILL"," 251WEST   85 STREET",MANHATTAN,10024,FALSE
12451,"LA PULPERIA"," 371W 46TH ST",MANHATTAN,10036,FALSE
12452,"LA POSADA MEXICAN FOOD"," 3643RD AVE",MANHATTAN,10016,FALSE
12453,"DUBLIN HOUSE"," 225WEST   79 STREET",MANHATTAN,10024,FALSE
12454,"MANNA'S SOUL FOOD RESTAURANT"," 486LENOX AVE",MANHATTAN,10037,FALSE
12455,BONSIGNOUR," 35JANE STREET",MANHATTAN,10014,FALSE
12456,"99 MILES TO PHILLY"," 943 AVENUE",MANHATTAN,10003,FALSE
12457,"MANDOO BAR"," 2W 32ND ST",MANHATTAN,10001,FALSE
12458,KMR," 575MADISON AVE FL 1ST",MANHATTAN,10022,FALSE
12459,"HAN GAWI"," 12EAST   32 STREET",MANHATTAN,10016,FALSE
12460,"CURRY DREAM"," 66WEST   39 STREET",MANHATTAN,10018,FALSE
12461,"HALE & HEARTY SOUP"," 759 AVENUE",MANHATTAN,10011,FALSE
12462,"TASTI D-LITE"," 12213 AVENUE",MANHATTAN,10021,FALSE
12463,"CAFFE BENE"," 1611BROADWAY",MANHATTAN,10019,FALSE
12464,"JOHNNY'S BAR"," 90GREENWICH AVENUE",MANHATTAN,10011,FALSE
12465,"TAO RESTAURANT"," 42EAST   58 STREET",MANHATTAN,10022,FALSE
12466,"THE HUMMUS & PITA CO."," 79CHAMBERS STREET",MANHATTAN,10007,FALSE
12467,BARKOGI," 9572 AVENUE",MANHATTAN,10022,FALSE
12468,"MANHATTAN COURTYARD"," 8663 AVENUE",MANHATTAN,10022,FALSE
12469,"DELUXE GREEN BO"," 66BAYARD ST",MANHATTAN,10013,FALSE
12470,"LUGO CAFFE"," 1PENN PLAZA",MANHATTAN,10119,FALSE
12471,"MARY O'S"," 32AVENUE A",MANHATTAN,10009,FALSE
12472,"EAST VILLAGE PIZZA AND KEBAB"," 1451 AVENUE",MANHATTAN,10003,FALSE
12473,"ZZ CLAM BAR"," 169THOMPSON ST",MANHATTAN,10012,FALSE
12474,"GRAND BO KY RESTAURANT"," 214216GRAND STREET",MANHATTAN,10013,FALSE
12475,LINKLATERS," 1345AVENUE OF THE AMERICAS",MANHATTAN,10105,FALSE
12476,"PALM RESTAURANT"," 250WEST   50 STREET",MANHATTAN,10019,FALSE
12477,SCHOENFIELD," 236WEST   45 STREET",MANHATTAN,10036,FALSE
12478,"DUNKIN' DONUTS"," 2661BROADWAY",MANHATTAN,10025,FALSE
12479,"CIPRIANI CLUB 55"," 55WALL STREET",MANHATTAN,10005,FALSE
12480,AJISAI," 795LEXINGTON AVENUE",MANHATTAN,10065,FALSE
12481,"PROFESSOR THOM'S"," 2192 AVENUE",MANHATTAN,10003,FALSE
12482,"CHEN'S EXPRESS KITCHEN"," 223E 14TH ST",MANHATTAN,10003,FALSE
12483,"SILVER SPURS/MOLCAJATE TAQUERIA"," 490494LA GUARDIA PLACE",MANHATTAN,10012,FALSE
12484,"J EAST CHINESE RESTAURANT"," 1753 AVENUE",MANHATTAN,10003,FALSE
12485,"JUST LORRAINE'S PLACE"," 2247ADAM CLAYTON POWELL BOULEVARD",MANHATTAN,10027,FALSE
12486,"SNACKS-N-WHEELS/GREYHOUND FOOD SERVICE"," 6258 AVENUE",MANHATTAN,10018,FALSE
12487,"HOUSE OF THAI"," 250140TH AVE",QUEENS,11101,FALSE
12488,MAZAAR," 137ESSEX ST",MANHATTAN,10002,FALSE
12489,"LA BELLEZZA PIZZERIA"," 315BROADWAY",MANHATTAN,10007,FALSE
12490,"AJI SUSHI"," 5193 AVENUE",MANHATTAN,10016,FALSE
12491,"JAPAS 38"," 9EAST   38 STREET",MANHATTAN,10016,FALSE
12492,MCDONALD'S," 4803 AVENUE",MANHATTAN,10016,FALSE
12493,"CHOKOLAT PATISSERIE"," 3111BROADWAY",MANHATTAN,10027,FALSE
12494,"BROOKS ATKINSON THEATER"," 256WEST   47 STREET",MANHATTAN,10036,FALSE
12495,"CITY CRAB SHACK"," 10EAST   16 STREET",MANHATTAN,10003,FALSE
12496,"DA VINCI PIZZA"," 44WATER STREET",MANHATTAN,10004,FALSE
12497,"SIP SAK"," 9282 AVENUE",MANHATTAN,10022,FALSE
12498,"TEXAS ROTISSERIE"," 13151ST AVE",MANHATTAN,10021,FALSE
12499,"CAFE 71"," 2061BROADWAY",MANHATTAN,10023,FALSE
12500,"LAZZARAS PIZZA CAFE"," 221WEST   38 STREET",MANHATTAN,10018,FALSE
12501,STARBUCKS," 1117LEXINGTON AVENUE",MANHATTAN,10075,FALSE
12502,"LUCKY'S FAMOUS BURGERS"," 147EAST HOUSTON STREET",MANHATTAN,10002,FALSE
12503,"NEW YORK BURGER CO"," 6786 AVENUE",MANHATTAN,10010,FALSE
12504,"LE PAIN QUOTIDIEN"," 1309LEXINGTON AVENUE",MANHATTAN,10128,FALSE
12505,"BENTON CAFE"," 156EAST   45 STREET",MANHATTAN,10017,FALSE
12506,"PIZZA NOVA"," 150DYCKMAN STREET",MANHATTAN,10040,FALSE
12507,"PETITE ABEILLE"," 401EAST   20 STREET",MANHATTAN,10010,FALSE
12508,"AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT"," W 79 STREET",MANHATTAN,10024,FALSE
12509,"THE TIPPLER"," 759 AVENUE",MANHATTAN,10011,FALSE
12510,SUBWAY," 223AVENUE B",MANHATTAN,10009,FALSE
12511,"LA BELLEZZA"," 145E 49TH ST",MANHATTAN,10017,FALSE
12512,"CABRINI 181"," 854WEST  181 STREET",MANHATTAN,10033,FALSE
12513,"DA NOI"," 214EAST   49 STREET",MANHATTAN,10017,FALSE
12514,HISAES," 212EAST 9 STREET",MANHATTAN,10003,FALSE
12515,"VS BERRY"," 577ISHAM ST",MANHATTAN,10034,FALSE
12516,"HOT POT UNDER DE' TREE"," 2839FREDERICK DOUGLAS BOULEVARD",MANHATTAN,10039,FALSE
12517,"MAJESTIC DELICATESSEN CAFE"," 200WEST   50 STREET",MANHATTAN,10019,FALSE
12518,"AMERICA GOURMET FOOD"," 8316 AVENUE",MANHATTAN,10001,FALSE
12519,PINKBERRY," 2873BROADWAY",MANHATTAN,10025,FALSE
12520,"MILON BANGLADESH & INDIAN RESTAURANT"," 931 AVENUE",MANHATTAN,10003,FALSE
12521,"WHISKEY PARK"," 100CENTRAL PARK SOUTH",MANHATTAN,10019,FALSE
12522,"ATOMIC WINGS"," 1841ST AVE",MANHATTAN,10009,FALSE
12523,"SINIGUAL RESTAURANT"," 150East 42nd Street",MANHATTAN,10017,FALSE
12524,"OUI OUI CREPES AND PIZZA"," 21437TH AVE",MANHATTAN,10027,FALSE
12525,"MANHATTAN VALLEY"," 2636BROADWAY",MANHATTAN,10025,FALSE
12526,"ROAST KITCHEN"," 27E 13TH ST",MANHATTAN,10003,FALSE
12527,"CHALK POINT KITCHEN"," 525BROOME ST",MANHATTAN,10013,FALSE
12528,"JIMBO'S HAMBURGER"," 2048AMSTERDAM AVE",MANHATTAN,10032,FALSE
12529,"THE CENTRAL BAR"," 109EAST    9 STREET",MANHATTAN,10003,FALSE
12530,"JUMBO PIZZA"," 3594BROADWAY",MANHATTAN,10031,FALSE
12531,"TRINITY PLACE BAR & RESTAURANT"," 115BROADWAY",MANHATTAN,10006,FALSE
12532,"BLANK ROME"," 405LEXINGTON AVE",MANHATTAN,10174,FALSE
12533,"AKIMOTO SUSHI"," 187CHURCH STREET",MANHATTAN,10007,FALSE
12534,"COLONY CLUB"," 564PARK AVENUE",MANHATTAN,10065,FALSE
12535,"OPEN KITCHEN"," 123WILLIAM ST",MANHATTAN,10038,FALSE
12536,SUBWAY," 300W 17TH ST",MANHATTAN,10011,FALSE
12537,"PRET A MANGER"," 319BROADWAY",MANHATTAN,10007,FALSE
12538,"RE SETTE"," 7WEST   45 STREET",MANHATTAN,10036,FALSE
12539,MUMTAZ," 1582YORK AVENUE",MANHATTAN,10028,FALSE
12540,"BLUESTONE LANE"," 90WATER ST",MANHATTAN,10005,FALSE
12541,"ADYAR ANANDA BHAVAN"," 10711ST AVE",MANHATTAN,10022,FALSE
12542,"EL PITALLITO RESTAURANT"," 3854BROADWAY",MANHATTAN,10032,FALSE
12543,"HUA XIA RESTAURANT"," 49DIVISION ST",MANHATTAN,10002,FALSE
12544,DEB'S," 200VARICK STREET",MANHATTAN,10014,FALSE
12545,"DIG INN"," 350HUDSON STREET",MANHATTAN,10014,FALSE
12546,"WHITMAN & BLOOM"," 3843 AVENUE",MANHATTAN,10016,FALSE
12547,"SIMPLY BAKERY"," 70BAYARD STREET",MANHATTAN,10013,FALSE
12548,PRANZO," 34WATER ST",MANHATTAN,10004,FALSE
12549,"KATI THAI CUISINE"," 347EAST   14 STREET",MANHATTAN,10003,FALSE
12550,"TAI THAI THAILAND"," 78EAST 1 STREET",MANHATTAN,10009,FALSE
12551,MAROO," 16403RD AVE",MANHATTAN,10128,FALSE
12552,"HK BOXERS NYC"," 7429TH AVE",MANHATTAN,10019,FALSE
12553,"GRAMERCY TERRACE (GRAMERCY PARK HOTEL)"," 2LEXINGTON AVENUE",MANHATTAN,10010,FALSE
12554,"TIMES DELI & CAFE"," 158WEST 44 STREET",MANHATTAN,10036,FALSE
12555,"WEST BANK CAFE"," 407WEST   42 STREET",MANHATTAN,10036,FALSE
12556,"ASELLINA RISTORANTE"," 420PARK AVENUE SOUTH",MANHATTAN,10016,FALSE
12557,"THE WEBSTER APARTMENTS"," 419WEST 34 STREET",MANHATTAN,10001,FALSE
12558,"MORGAN STANLEY CONFERENCE CENTER"," 1585BROADWAY",MANHATTAN,10036,FALSE
12559,"PHYSICAL GRAFFITI"," 96ST MARKS PLACE",MANHATTAN,10009,FALSE
12560,MCDONALD'S," 280MADISON AVE",MANHATTAN,10016,FALSE
