id,Name,Address,Location,Postal_code,Starred
18541,"LA FONDA RESTAURANT AND TAPAS BAR"," 169EAST  106 STREET",MANHATTAN,10029,FALSE
18542,"HELLO DELI"," 213WEST   53 STREET",MANHATTAN,10019,FALSE
18543,"HERBS THAI BISTRO"," 251EAST   45 STREET",MANHATTAN,10017,FALSE
18544,"RED STAR CHINESE RESTAURANT"," 2525ADAM CLAYTON POWELL JR BOULEVARD",MANHATTAN,10039,FALSE
18545,"PADTHAI NOODLE LOUNGE"," 1148 AVENUE",MANHATTAN,10011,FALSE
18546,"COPPER KETTLE KITCHEN"," 14712ND AVE",MANHATTAN,10075,FALSE
18547,"MELANI PIZZERIA"," 170RIVINGTON ST",MANHATTAN,10002,FALSE
18548,"NEW  LUCK GARDEN"," 1954AMSTERDAM AVE",MANHATTAN,10032,FALSE
18549,"KOS SUSHI"," 2083RD AVE",MANHATTAN,10003,FALSE
18550,"PICK & PAY GYRO & PIZZA"," 30LEXINGTON AVE",MANHATTAN,10010,FALSE
18551,"PICCOLA TRATTORIA"," 455MAIN ST",MANHATTAN,10044,FALSE
18552,"VIN ET FLEURS"," 69THOMPSON STREET",MANHATTAN,10012,FALSE
18553,"JUICE GENERATION"," 97GREENWICH AVENUE",MANHATTAN,10014,FALSE
18554,"THE STAND"," 2393 AVENUE",MANHATTAN,10003,FALSE
18555,"BROTHER JIMMY'S BBQ"," 181LEXINGTON AVENUE",MANHATTAN,10016,FALSE
18556,"BUDDHA BODAI ONE VEGETARIAN RESTAURANT"," 5MOTT ST",MANHATTAN,10013,FALSE
18557,"PINTO GARDEN"," 117W 10TH ST",MANHATTAN,10011,FALSE
18558,"MEL'S BURGER BAR"," 2850BROADWAY",MANHATTAN,10025,FALSE
18559,TISSERIE," 8707 AVENUE",MANHATTAN,10019,FALSE
18560,"THE COTTAGE/AZUKI JAPANESE"," 120EAST   16 STREET",MANHATTAN,10003,FALSE
18561,"VOLARE RESTAURANT"," 147WEST FOURTH STREET",MANHATTAN,10012,FALSE
18562,"BEAUTY BAR"," 231EAST   14 STREET",MANHATTAN,10003,FALSE
18563,"BIRDBATH VANDY"," 140E 45TH ST",MANHATTAN,10017,FALSE
18564,"KO SUSHI"," 13292 AVENUE",MANHATTAN,10021,FALSE
18565,"ANASSA TAVERNA"," 200E 60TH STREET",MANHATTAN,10022,FALSE
18566,"CAFFE BENE"," 208AVENUE A",MANHATTAN,10009,FALSE
18567,"MISS KOREA BARBECUE ''SUN''"," 10W 32ND ST",MANHATTAN,10001,FALSE
18568,"THE BEST PIZZA"," 7489 AVENUE",MANHATTAN,10019,FALSE
18569,"STAR LITE DELI"," 212WEST   44 STREET",MANHATTAN,10036,FALSE
18570,"MURALS ON 54/RANDOLPHS'S"," 65WEST   54 STREET",MANHATTAN,10019,FALSE
18571,"PANDA BANJUM"," 2W 32ND ST",MANHATTAN,10001,FALSE
18572,2A," 25AVENUE A",MANHATTAN,10009,FALSE
18573,"WHITE HORSE TAVERN"," 25BRIDGE ST",MANHATTAN,10004,FALSE
18574,MOLYVOS," 8717 AVENUE",MANHATTAN,10019,FALSE
18575,"FIELDS GOOD CHICKEN"," 148MADISON AVE",MANHATTAN,10016,FALSE
18576,"PEACE FOOD CAFE"," 460AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
18577,"DELICIOUS BAKERY"," 139HESTER STREET",MANHATTAN,10002,FALSE
18578,"BOWLMOR CHELSEA PIERS"," 60CHELSEA PIERS",MANHATTAN,10011,FALSE
18579,FISHTAG," 222WEST 79 STREET",MANHATTAN,10024,FALSE
18580,"LASAGNA RESTAURANT"," 9412 AVENUE",MANHATTAN,10022,FALSE
18581,DOMINO'S," 736WEST  181 STREET",MANHATTAN,10033,FALSE
18582,"WHISKEY REBEL"," 129LEXINGTON AVENUE",MANHATTAN,10016,FALSE
18583,"BXL CAFE"," 125WEST   43 STREET",MANHATTAN,10036,FALSE
18584,"TABLE D'HOTE"," 44EAST   92 STREET",MANHATTAN,10128,FALSE
18585,"LUNETTA PIZZERIA"," 1162FIRST AVENUE",MANHATTAN,10065,FALSE
18586,M1-5," 52WALKER STREET",MANHATTAN,10013,FALSE
18587,"ANTLER BEER & WINE DISPENSARY"," 123ALLEN STREET",MANHATTAN,10002,FALSE
18588,"BAGEL EXPRESS"," 347LEXINGTON AVENUE",MANHATTAN,10016,FALSE
18589,"CIBAO RESTAURANT"," 72CLINTON STREET",MANHATTAN,10002,FALSE
18590,SUBWAY," 111CENTRAL PARK NORTH",MANHATTAN,10026,FALSE
18591,"21 HOME'S KITCHEN"," 22EAST   21 STREET",MANHATTAN,10010,FALSE
18592,"KOBRICK COFFEE CO."," 249 AVENUE",MANHATTAN,10014,FALSE
18593,"PO RESTAURANT"," 31CORNELIA STREET",MANHATTAN,10014,FALSE
18594,KFC," 2755BROADWAY",MANHATTAN,10025,FALSE
18595,"OXFORD CAFE"," 109EAST   59 STREET",MANHATTAN,10022,FALSE
18596,"LITTLE RASCAL"," 163ELIZABETH STREET",MANHATTAN,10012,FALSE
18597,SPIEGEL," 261ST AVE",MANHATTAN,10009,FALSE
18598,"EASTEND BAR & GRILL"," 16641 AVENUE",MANHATTAN,10028,FALSE
18599,"AWASH ETHIOPIAN RESTAURANT"," 947AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
18600,"SOHO ROOM"," 203SPRING ST",MANHATTAN,10012,FALSE
18601,STARBUCKS," 10UNION SQUARE EAST",MANHATTAN,10003,FALSE
18602,CHICKPEA," 0PENN STATION",MANHATTAN,10001,FALSE
18603,BLACKWELLS," 150E 47TH ST",MANHATTAN,10017,FALSE
18604,"NUEVO SABOR RESTAURANT"," 403210 AVENUE",MANHATTAN,10034,FALSE
18605,"INDIGO INDIAN CUISINE"," 357EAST   50 STREET",MANHATTAN,10022,FALSE
18606,"THE RED CAT"," 22710 AVENUE",MANHATTAN,10011,FALSE
18607,"NISHIDA SHO-TEN"," 302E 49TH ST",MANHATTAN,10017,FALSE
18608,"CHELSEA SQUARE RESTAURANT"," 368WEST   23 STREET",MANHATTAN,10011,FALSE
18609,"MITZ (MELLOW YELLOW COFFEE & VIBES)"," 17291ST AVE",MANHATTAN,10128,FALSE
18610,MOJITO'S," 227EAST  116 STREET",MANHATTAN,10029,FALSE
18611,"KINGSTON HALL"," 1492 AVENUE",MANHATTAN,10003,FALSE
18612,"55 BAR"," 55CHRISTOPHER STREET",MANHATTAN,10014,FALSE
18613,"LE BASKET"," 683BROADWAY",MANHATTAN,10012,FALSE
18614,"DUNKIN' DONUTS, BASKIN ROBBINS"," 1392LEXINGTON AVENUE",MANHATTAN,10128,FALSE
18615,ESSEN," 60MADISON AVENUE",MANHATTAN,10010,FALSE
18616,"MARYMOUNT COLLEGE NUGENTS CAFE"," 221EAST 71ST STREET",MANHATTAN,10021,FALSE
18617,"EL RANCHO BURRITOS"," 359WEST   45 STREET",MANHATTAN,10036,FALSE
18618,BETTOLA," 412AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
18619,"AKI 39 JAPANESE CUISINE"," 216EAST 39 STREET",MANHATTAN,10016,FALSE
18620,"UGLY KITCHEN"," 1031 AVENUE",MANHATTAN,10003,FALSE
18621,AMIGOS," 2888BROADWAY",MANHATTAN,10025,FALSE
18622,"E.J LUNCHEONETTE"," 1271THIRD AVENUE",MANHATTAN,10021,FALSE
18623,"FINANCIER PATISSERIE"," 15VANDERBILT AVENUE",MANHATTAN,10017,FALSE
18624,YORGANIC," 275GREENWICH STREET",MANHATTAN,10007,FALSE
18625,"PASTEUR GRILL & NOODLES"," 85BAXTER ST",MANHATTAN,10013,FALSE
18626,"HIGHLANDS CAFE RESTAURANT"," 1505THIRD AVENUE",MANHATTAN,10028,FALSE
18627,"MEXICAN RESTAURANT"," 1779LEXINGTON AVENUE",MANHATTAN,10029,FALSE
18628,FIKA," 380LEXINGTON AVE",MANHATTAN,10168,FALSE
18629,"UNDER THE BRIDGE"," 10791ST AVE",MANHATTAN,10022,FALSE
18630,"UNCLE VANYA"," 315WEST   54 STREET",MANHATTAN,10019,FALSE
18631,"MANNA'S RESTAURANT"," 23538 AVENUE",MANHATTAN,10027,FALSE
18632,"FINO RISTORANTE"," 1WALL STREET COURT",MANHATTAN,10005,FALSE
18633,"DESI DELI PUNJABI DHABA"," 72410 AVENUE",MANHATTAN,10019,FALSE
18634,"SHEARMAN & STERLING"," 599LEXINGTON AVENUE",MANHATTAN,10022,FALSE
18635,BANGIA," 11E 32ND ST",MANHATTAN,10016,FALSE
18636,"THE COTTAGE/AZUKI JAPANESE"," 120EAST   16 STREET",MANHATTAN,10003,FALSE
18637,"MADISON DELI"," 420MADISON AVENUE",MANHATTAN,10017,FALSE
18638,"L Lounge"," 2131FREDERICK DOUGLASS BOULEVARD",MANHATTAN,10026,FALSE
18639,"ZEN 6"," 31SAINT MARK'S PLACE",MANHATTAN,10003,FALSE
18640,"MCQUAIDS PUBLIC HOUSE"," 58911 AVENUE",MANHATTAN,10036,FALSE
18641,"PARMA RESTAURANT"," 14043 AVENUE",MANHATTAN,10075,FALSE
18642,"THAI @ LEX"," 1244LEXINGTON AVENUE",MANHATTAN,10028,FALSE
18643,CLAUDETTE," 245TH AVE",MANHATTAN,10011,FALSE
18644,TANAKA," 222EAST   51 STREET",MANHATTAN,10022,FALSE
18645,"KUKU CANTEEN"," 289MERCER STREET",MANHATTAN,10003,FALSE
18646,"YAMA JAPANESE RESTAURANT'"," 122EAST   17 STREET",MANHATTAN,10003,FALSE
18647,"SUBWAY, CARVEL"," 112JOHN ST",MANHATTAN,10038,FALSE
18648,"CHIPOTLE MEXICAN GRILL"," 117EAST   14 STREET",MANHATTAN,10003,FALSE
18649,"JACQUES TORRES CHOCOLATE"," 30ROCKEFELLER PLAZA",MANHATTAN,10112,FALSE
18650,"LASAGNA RESTAURANT"," 9412 AVENUE",MANHATTAN,10022,FALSE
18651,"VOGA LOUNGE & GRILL"," 300AUDUBON AVE",MANHATTAN,10033,FALSE
18652,"T & R PIZZA"," 411AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
18653,"FULEEN SEAFOOD RESTAURANT"," 11DIVISION ST",MANHATTAN,10002,FALSE
18654,"DOC WATSONS"," 14902 AVENUE",MANHATTAN,10075,FALSE
18655,"GINGERSNAPS ORGANIC"," 113W 10TH ST",MANHATTAN,10011,FALSE
18656,"TERRA BLUES"," 149BLEEKER STREET",MANHATTAN,10012,FALSE
18657,"LA MIRABELLE RESTAURANT"," 102WEST   86 STREET",MANHATTAN,10024,FALSE
18658,"EVA'S RESTAURANT"," 11WEST    8 STREET",MANHATTAN,10011,FALSE
18659,"AN CHOI"," 85ORCHARD STREET",MANHATTAN,10002,FALSE
18660,SLATE," 54WEST   21 STREET",MANHATTAN,10010,FALSE
18661,"SUTTON BAR ROOM"," 10741 AVENUE",MANHATTAN,10022,FALSE
18662,DANJI," 346WEST   52 STREET",MANHATTAN,10019,FALSE
18663,"CULTURE ESPRESSO"," 72WEST   38 STREET",MANHATTAN,10018,FALSE
18664,"DRAGON NOODLE AND GRILL"," 150CENTRE ST",MANHATTAN,10013,FALSE
18665,"BRAVO PIZZA"," 257PARK AVE S",MANHATTAN,10010,FALSE
18666,"TASTE TACO HOUSE"," 178CHURCH ST",MANHATTAN,10013,FALSE
18667,SUBWAY," 174CANAL ST",MANHATTAN,10013,FALSE
18668,"AL'S DELI"," 4587TH AVE",MANHATTAN,10123,FALSE
18669,"AT THE WALLACE"," 3612BROADWAY",MANHATTAN,10031,FALSE
18670,"ZEST SZECHUAN"," 45W 39TH ST",MANHATTAN,10018,FALSE
18671,"GRK Fresh Greek"," 111FULTON STREET",MANHATTAN,10038,FALSE
18672,"MCHALE'S BAR & GRILL"," 251West 51 St",MANHATTAN,10019,FALSE
18673,"MOTI MAHAL DELUX"," 11491 AVENUE",MANHATTAN,10065,FALSE
18674,"NEW FRESH WOK"," 17771ST AVE",MANHATTAN,10128,FALSE
18675,"SILO CAFE"," 8053 AVENUE",MANHATTAN,10022,FALSE
18676,"RUSSIAN TURKISH BATHS"," 268EAST   10 STREET",MANHATTAN,10009,FALSE
18677,"ANDY'S RESTAURAUNT"," 22623 AVENUE",MANHATTAN,10035,FALSE
18678,"SANTO DOMINGO BAKERY"," 93CLINTON STREET",MANHATTAN,10002,FALSE
18679,"PFIZER BROADWAY CAFE"," 219E 42ND ST",MANHATTAN,10017,FALSE
18680,"OLD SICHUAN CUISINE"," 65BAYARD STREET",MANHATTAN,10013,FALSE
18681,"88 PALACE RESTAURANT"," 88EAST BROADWAY",MANHATTAN,10002,FALSE
18682,GUANTANAMERA," 9398 AVENUE",MANHATTAN,10019,FALSE
18683,"MCQUAIDS PUBLIC HOUSE"," 58911 AVENUE",MANHATTAN,10036,FALSE
18684,"KASHKAVAL GARDEN"," 8529 AVENUE",MANHATTAN,10019,FALSE
18685,"THE WAYFARER"," 101W 57TH ST",MANHATTAN,10019,FALSE
18686,"BOWERY MEAT COMPANY"," 9E 1ST ST",MANHATTAN,10003,FALSE
18687,"SUSHIYA JAPANESE RESTAURANT"," 28WEST   56 STREET",MANHATTAN,10019,FALSE
18688,"EL REY DE LA CARIDAD"," 973AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
18689,"ROOM MATE GRACE HOTEL"," 125WEST   45 STREET",MANHATTAN,10036,FALSE
18690,"THE SPOT CAFE/KOOFO"," 67WEST   23 STREET",MANHATTAN,10010,FALSE
18691,"SAFFRON INDIAN CUISINE"," 320COLUMBUS AVE",MANHATTAN,10023,FALSE
18692,BALVANERA," 152STANTON ST",MANHATTAN,10002,FALSE
18693,"BLOSSOM DU JOUR"," 449AMSTERDAM AVE",MANHATTAN,10024,FALSE
18694,TURNTABLE," 3145 AVENUE",MANHATTAN,10001,FALSE
18695,STARBUCKS," 55EAST   53 STREET",MANHATTAN,10022,FALSE
18696,"BIZCOCHO DE COLORES"," 241SHERMAN AVENUE",MANHATTAN,10034,FALSE
18697,"FEI TENG RESTAURANT"," 68EAST BROADWAY",MANHATTAN,10002,FALSE
18698,"CAFE B'WAY 46"," 146W 46TH ST",MANHATTAN,10036,FALSE
18699,"RESTAURANTE & PANADERIA GUATELINDA"," 170-18JAMAICA AVE",QUEENS,11432,FALSE
18700,"EL NUEVO AMANECER RESTAURANT"," 3666BROADWAY",MANHATTAN,10031,FALSE
18701,"DALLAS BBQ"," 2618 AVENUE",MANHATTAN,10011,FALSE
18702,"THE PIT AT PEOPLES IMPROV THEATER"," 123EAST   24 STREET",MANHATTAN,10010,FALSE
18703,"FUNG TU"," 22ORCHARD ST",MANHATTAN,10002,FALSE
18704,"THE MET GRILL/DOUBLE TREE HOTEL"," 569LEXINGTON AVENUE",MANHATTAN,10022,FALSE
18705,ROUNDHOUSE," 8669TH AVE",MANHATTAN,10019,FALSE
18706,"ALI BABA'S TERRACE"," 8622 AVENUE",MANHATTAN,10017,FALSE
18707,"MADAME TUSSAUD'S"," 234WEST   42 STREET",MANHATTAN,10036,FALSE
18708,"FLORIDITA BAKERY"," 4187BROADWAY",MANHATTAN,10033,FALSE
18709,DAVIDSTEA," 11243 AVENUE",MANHATTAN,10065,FALSE
18710,"MK KARAOKE"," 11WEST   32 STREET",MANHATTAN,10001,FALSE
18711,WENDY'S," 3355 AVENUE",MANHATTAN,10016,FALSE
18712,"ELI'S TABLE"," 14113 AVENUE",MANHATTAN,10028,FALSE
18713,"CRUNCH PIT STOP"," 11092 AVENUE",MANHATTAN,10022,FALSE
18714,"KOYZINA KAFE"," 62WILLIAM STREET",MANHATTAN,10005,FALSE
18715,"OUR PLACE CHINA CHALET"," 242EAST   79 STREET",MANHATTAN,10075,FALSE
18716,"LINK @ SHERATON CAFE"," 370CANAL ST",MANHATTAN,10013,FALSE
18717,"MANGANARO'S HERO BOY"," 4949TH AVE",MANHATTAN,10018,FALSE
18718,BARRAGE," 401WEST   47 STREET",MANHATTAN,10036,FALSE
18719,"WEST BANK CAFE"," 407WEST   42 STREET",MANHATTAN,10036,FALSE
18720,"LA RUBIA RESTAURANT"," 3517BROADWAY",MANHATTAN,10031,FALSE
18721,"PASTRAMI QUEEN"," 1125LEXINGTON AVE",MANHATTAN,10075,FALSE
18722,"59E59 BAR"," 59EAST   59 STREET",MANHATTAN,10022,FALSE
18723,"PIZZA PETE'S"," 528COLUMBUS AVENUE",MANHATTAN,10024,FALSE
18724,"DUCKS EATERY"," 351EAST   12 STREET",MANHATTAN,10003,FALSE
18725,"MARK JOSEPH STEAKHOUSE"," 261WATER STREET",MANHATTAN,10038,FALSE
18726,"CHINA VILLAGE RESTAURANT"," 94BAXTER STREET",MANHATTAN,10013,FALSE
18727,"OUR PLACE CHINA CHALET"," 242EAST   79 STREET",MANHATTAN,10075,FALSE
18728,"DEVON & BLAKELY"," 7803 AVENUE",MANHATTAN,10017,FALSE
18729,"BRAZEN FOX KITCHEN AND BAR"," 1063RD AVE",MANHATTAN,10003,FALSE
18730,HOOTERS," 155W 33RD ST",MANHATTAN,10001,FALSE
18731,"MULDOONS BAR"," 6923 AVENUE",MANHATTAN,10017,FALSE
18732,"LUCKY'S CAFE & RESTAURANT"," 5911ST AVE",MANHATTAN,10016,FALSE
18733,"THE DELANCEY"," 168DELANCEY STREET",MANHATTAN,10002,FALSE
18734,WILD," 535HUDSON STREET",MANHATTAN,10014,FALSE
18735,"EL CAPRI RESTAURANT"," 1342ST NICHOLAS AVENUE",MANHATTAN,10033,FALSE
18736,"JADE GARDEN"," 4028BROADWAY",MANHATTAN,10032,FALSE
18737,"MURPHY'S PUB & RESTAURANT"," 9772 AVENUE",MANHATTAN,10022,FALSE
18738,"INJERA RESTAURANT"," 11ABINGDON SQ",MANHATTAN,10014,FALSE
18739,"BLOSSOM DU JOUR"," 449AMSTERDAM AVE",MANHATTAN,10024,FALSE
18740,"COCO FRESH TEA & JUICE"," 459LEXINGTON AVENUE",MANHATTAN,10017,FALSE
18741,"BABU JI"," 175AVENUE B",MANHATTAN,10009,FALSE
18742,"MANNA HOUSE"," 125MOTT STREET",MANHATTAN,10013,FALSE
18743,"DANNY'S DELI"," 224WEST   47 STREET",MANHATTAN,10036,FALSE
18744,"A SAN FUZHOU RESTAURANT"," 7ELDRIDGE STREET",MANHATTAN,10002,FALSE
18745,"LUCKY STARS BAKERY"," 280GRAND ST",MANHATTAN,10002,FALSE
18746,"JOU JOU CAFE (Presbyterian hospital)"," 3959BROADWAY",MANHATTAN,10032,FALSE
18747,"BISTRO LES AMIS"," 180SPRING STREET",MANHATTAN,10012,FALSE
18748,"THE MANCHESTER DINER"," 2800BROADWAY",MANHATTAN,10025,FALSE
18749,STARBUCKS," 1325ASTOR PLACE",MANHATTAN,10003,FALSE
18750,"PJ CARNEY'S"," 9067 AVENUE",MANHATTAN,10019,FALSE
18751,"PARIS THEATRE"," 4WEST   58 STREET",MANHATTAN,10019,FALSE
18752,"YU SUSHI"," 827WEST  181 STREET",MANHATTAN,10033,FALSE
18753,"TOUS LES JOURS"," 7DIVISION ST",MANHATTAN,10002,FALSE
18754,"TAL BAGELS"," 2446BROADWAY",MANHATTAN,10024,FALSE
18755,"KING FOOD"," 20362ND AVE",MANHATTAN,10029,FALSE
18756,ISLAND," 1305MADISON AVENUE",MANHATTAN,10128,FALSE
18757,SUBWAY," 228WEST HOUSTON STREET",MANHATTAN,10014,FALSE
18758,"UNDERGROUND PIZZA"," 2WILLIAM STREET",MANHATTAN,10004,FALSE
18759,"CRISPIN'S HELL'S KITCHEN"," 76410TH AVE",MANHATTAN,10019,FALSE
18760,"PARKER & QUINN"," 63WEST 38TH STREET",MANHATTAN,10018,FALSE
18761,"AU BON PAIN"," 1STATE STREET PLAZA",MANHATTAN,10004,FALSE
18762,"ROLL N GO PIZZA & WOK TO WALK"," 5708 AVENUE",MANHATTAN,10018,FALSE
18763,"SET BBQ BISTRO"," 127LUDLOW ST",MANHATTAN,10002,FALSE
18764,"TIO PEPE"," 168WEST    4 STREET",MANHATTAN,10014,FALSE
18765,"SERENDIPITY 3"," 225EAST   60 STREET",MANHATTAN,10022,FALSE
18766,"LASAGNA RESTAURANT"," 9412 AVENUE",MANHATTAN,10022,FALSE
18767,"BLUESTONE LANE COFFEE"," 805THIRD AVENUE",MANHATTAN,10022,FALSE
18768,"HOT KITCHEN"," 1042 AVENUE",MANHATTAN,10003,FALSE
18769,"SQUIRE DINER"," 80BEEKMAN STREET",MANHATTAN,10038,FALSE
18770,"BLUE HILL RESTAURANT"," 75WASHINGTON PLACE",MANHATTAN,10011,FALSE
18771,"BRITTANYA 54TH AT AMERITANIA HOTEL"," 230WEST   54 STREET",MANHATTAN,10019,FALSE
18772,"LE BON CAFE"," 0PLAZA PENN STATION",MANHATTAN,10119,FALSE
18773,"LITTLE OCHIE JAMAICAN CUISINE"," 24927 AVENUE",MANHATTAN,10030,FALSE
18774,"MIKE'S BISTRO"," 127E 54TH ST",MANHATTAN,10022,FALSE
18775,"NEW RANCHITO"," 924AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
18776,"COYOTE UGLY"," 153FIRST AVENUE",MANHATTAN,10003,FALSE
18777,"KAT & THEO"," 5W 21ST ST",MANHATTAN,10010,FALSE
18778,"VILLAGE VANGUARD"," 1787 AVENUE SOUTH",MANHATTAN,10014,FALSE
18779,"THE CENTRAL BAR"," 109EAST    9 STREET",MANHATTAN,10003,FALSE
18780,"CAFFE BENE"," 208AVENUE A",MANHATTAN,10009,FALSE
18781,"HOME SWEET HARLEM"," 1528AMSTERDAM AVENUE",MANHATTAN,10031,FALSE
18782,"ERNST & YOUNG CAFE"," 5TIMES SQUARE",MANHATTAN,10036,FALSE
18783,"BAR ASSOCIATION OF THE CITY OF NY KITCHEN"," 42WEST   44 STREET",MANHATTAN,10036,FALSE
18784,"MILA CAFE"," 694COLUMBUS AVENUE",MANHATTAN,10025,FALSE
18785,ENTWINE," 765WASHINGTON STREET",MANHATTAN,10014,FALSE
18786,"PERSHING SQUARE CAFE"," 90EAST   42 STREET",MANHATTAN,10017,FALSE
18787,"BRASS MONKEY"," 55LITTLE WEST 12 STREET",MANHATTAN,10014,FALSE
18788,"CAFE METRO"," 8397 AVENUE",MANHATTAN,10019,FALSE
18789,"TIM HORTONS"," 2PENN PLAZA",MANHATTAN,10121,FALSE
18790,"CAFE ZAIYA"," 69COOPER SQUARE",MANHATTAN,10003,FALSE
18791,"CAFE GRUMPY"," 224WEST   20 STREET",MANHATTAN,10011,FALSE
18792,"THE TEN BELLS"," 247BROOME STREET",MANHATTAN,10002,FALSE
18793,NOVECENTO," 343WEST BROADWAY",MANHATTAN,10013,FALSE
18794,"ROYAL BANGLADESH INDIAN RESTAURANT"," 931 AVENUE",MANHATTAN,10003,FALSE
18795,"PIO PIO"," 210EAST   34 STREET",MANHATTAN,10016,FALSE
18796,"BON BON JUICE BAR & GRILL"," 334AUDUBON AVENUE",MANHATTAN,10033,FALSE
18797,"VANESSA'S DUMPLING"," 220EAST   14 STREET",MANHATTAN,10003,FALSE
18798,"POPEYES LOUISIANA KITCHEN"," 240WEST   40 STREET",MANHATTAN,10018,FALSE
18799,"TOWNHOUSE DINER"," 6962 AVENUE",MANHATTAN,10016,FALSE
18800,"MELANI PIZZERIA"," 170RIVINGTON ST",MANHATTAN,10002,FALSE
18801,"BEACON THEATRE"," 2124BROADWAY",MANHATTAN,10023,FALSE
18802,STARBUCKS," 1100AVENUE OF THE AMERICAS",MANHATTAN,10036,FALSE
18803,"GOLAN HEIGHTS"," 2553AMSTERDAM AVENUE",MANHATTAN,10033,FALSE
18804,"INTELLIGENTSIA COFFEE"," 18010 AVENUE",MANHATTAN,10011,FALSE
18805,"MIKADO BISTRO"," 5256 AVENUE",MANHATTAN,10011,FALSE
18806,"BOBBY VAN'S GRILL"," 120WEST   45 STREET",MANHATTAN,10036,FALSE
18807,"TIPSY PARSON"," 1569 AVENUE",MANHATTAN,10011,FALSE
18808,"BROTHER JIMMY'S BBQ"," 4168 AVENUE",MANHATTAN,10001,FALSE
18809,"SWEET MAMA'S SOUL FOOD"," 689LENOX AVENUE",MANHATTAN,10037,FALSE
18810,"FOLEY'S N.Y. PUB AND RESTAURANT"," 18WEST   33 STREET",MANHATTAN,10001,FALSE
18811,"PIADINA RESTAURANT"," 57WEST   10 STREET",MANHATTAN,10011,FALSE
18812,MANGIA," 22WEST   23 STREET",MANHATTAN,10010,FALSE
18813,"HANG CHOU RESTAURANT"," 22663 AVENUE",MANHATTAN,10035,FALSE
18814,"LA FONDA RESTAURANT AND TAPAS BAR"," 169EAST  106 STREET",MANHATTAN,10029,FALSE
18815,"THE REDHEAD"," 349EAST 13 STREET",MANHATTAN,10003,FALSE
18816,"CRIF DOGS / PLEASE DON'T TELL"," 113ST  MARKS'S PLACE",MANHATTAN,10003,FALSE
18817,"THE CITY BAKERY"," 3WEST   18 STREET",MANHATTAN,10011,FALSE
18818,"THE LIBERTY"," 29WEST   35 STREET",MANHATTAN,10001,FALSE
18819,"SAL'S FAMILY PIZZA"," 384BROOME STREET",MANHATTAN,10013,FALSE
18820,"OLGA'S PIZZA"," 3409BROADWAY",MANHATTAN,10031,FALSE
18821,"PANINI & CO"," 115BROADWAY",MANHATTAN,10006,FALSE
18822,"TANG PAVILION"," 65WEST   55 STREET",MANHATTAN,10019,FALSE
18823,"LUIGIS GRILL PIZZA"," 9368 AVENUE",MANHATTAN,10019,FALSE
18824,"SELENA ROSA MEXICANA"," 17122ND AVE",MANHATTAN,10128,FALSE
18825,"LA VIE EN SZECHUAN RESTAURANT"," 14EAST   33 STREET",MANHATTAN,10016,FALSE
18826,REMIX," 24MURRAY STREET",MANHATTAN,10007,FALSE
18827,"JAIYA THAI & ORIENTAL RESTAURANT"," 15532 AVENUE",MANHATTAN,10028,FALSE
18828,FRANK," 882 AVENUE",MANHATTAN,10003,FALSE
18829,"THE CAPITAL GRILLE"," 120BROADWAY",MANHATTAN,10271,FALSE
18830,"SIMIT AND SMITH"," 124W 72ND ST",MANHATTAN,10023,FALSE
18831,"THE HOUSE IN GRAMERCY PARK"," 121E. 17th ST.",MANHATTAN,10003,FALSE
18832,"FIVE MILE STONE"," 16402ND AVE",MANHATTAN,10028,FALSE
18833,"PASTEUR GRILL & NOODLES"," 85BAXTER ST",MANHATTAN,10013,FALSE
18834,"HOUSTON HALL"," 222WEST HOUSTON STREET",MANHATTAN,10014,FALSE
18835,"RED HOUSE"," 203E 14TH ST",MANHATTAN,10003,FALSE
18836,GUASTAVINO'S," 409EAST   59 STREET",MANHATTAN,10022,FALSE
18837,"U LIKE CHINESE TAKE OUT"," 4926BROADWAY",MANHATTAN,10034,FALSE
18838,"CHURCH PUBLICK"," 78READE ST",MANHATTAN,10007,FALSE
18839,"PALM TOO"," 8402 AVENUE",MANHATTAN,10017,FALSE
18840,"AFRICA KINE"," 2267ADAM CLAYTON POWELL JR BLVD",MANHATTAN,10030,FALSE
18841,"RESTAURANTE & PANADERIA GUATELINDA"," 170-18JAMAICA AVE",QUEENS,11432,FALSE
18842,"TAURO RESTAURANT"," 284HUDSON STREET",MANHATTAN,10013,FALSE
18843,"BIRCH COFFEE"," 567 AVENUE",MANHATTAN,10011,FALSE
18844,"WESTSIDE TAVERN"," 360WEST   23 STREET",MANHATTAN,10011,FALSE
18845,"NEW WONJO RESTAURANT"," 23WEST   32 STREET",MANHATTAN,10001,FALSE
18846,TOLOACHE," 166EAST   82 STREET",MANHATTAN,10028,FALSE
18847,"HAMPTON INN TIMES SQUARE"," 220W 41ST ST",MANHATTAN,10036,FALSE
18848,"LEGEND BAR & RESTAURANT"," 887 AVENUE",MANHATTAN,10011,FALSE
18849,"JONES WOOD FOUNDRY"," 401EAST   76 STREET",MANHATTAN,10021,FALSE
